1131,What then must we do? We must give with love to whoever God has placed in our path.,— The Year of Living Dangerously (movie),Peter Weir
1132,The very stone one kicks with one's boot will outlast Shakespeare.,— To the Lighthouse (book),Virginia Woolf
1133,"We all want to help one another. Human beings are like that. We want to live by each other's happiness - not by each other's misery. We don't want to hate and despise one another. In this world there is room for everyone. And the good earth is rich and can provide for everyone. The way of life can be free and beautiful, but we have lost the way.",— The Great Dictator Speech (movie),Charlie Chaplin
1134,"The moon does not make its own light, but it reflects the Sun's rays.",— The Usborne Book of Astronomy (book),Lisa Miles and Alistair Smith
1135,"Any man who has the brains to think and the nerve to act for the benefit of the people of the country is considered a radical, by those who are content with stagnation and willing to endure disaster.",— Fullmetal Alchemist: Brotherhood (other),Hiromu Arakawa
1136,You know a dream is like a river ever changing as it flows and a dreamer's just a vessel that must follow where it goes. Trying to learn from what's behind you and never knowing what's in store makes each day a constant battle just to stay between the shores.,— The River (song),Garth Brooks
1137,"We're making habits out of vanities and gospel for the stalls, but the less you breathe the more you see of it all.","— The Future's So Bright, I Gotta Wear Shades (song)",Tibuk 3
1138,I must be missing the point. Your signal fades away and all I'm left with is noise.,— Boiled Frogs (song),Alexisonfire
1139,Holding on to anger is like grasping a hot coal with the intent of throwing it at someone else; you are the one who gets burned.,— Easy Quotes For Speedy Typists (book),Tim Jeffery
1140,"Narcotics is a thing of the future. If we don't get a piece of that action we risk everything we have. Not now, but ten years from now.",— The Godfather (movie),Francis Ford Coppola
1141,"Give me a lifetime of promises and a world of dreams. Speak the language of love like you know what it means. You're simply the best, better than all the rest, better than anyone I ever met.",— The Best (song),Tina Turner
1142,"For it is said that humans are never satisfied, that you give them one thing and they want something more. And this is said in disparagement, whereas it is one of the greatest talents the species has and one that has made it superior to animals that are satisfied with what they have.",— The Pearl (book),John Steinbeck
1143,"If you can feel that staying human is worth while, even when it can't have any result whatever, you've beaten them.",— Nineteen Eighty Four (book),George Orwell
1144,"Little by little, what you've begun will naturally become important to you. What you need at the start is a little bit of curiosity.",— Haikyuu (book),Haruichi Furudate
1145,"The Earth is a world, the world is a ball, a ball in a game with no rules at all. And just as I wonder at the beauty of it all, you go and drop it and it breaks and falls.",— The Game (song),Echo & The Bunnymen
1146,"I'll tell you a riddle. You're waiting for a train, a train that will take you far away. You know where you hope this train will take you, but you don't know for sure. But it doesn't matter. How can it not matter to you where that train will take you?",— Inception (movie),Christopher Nolan
1147,"It's not about changing the world. It's about doing our best to leave the world the way it is. It's about respecting the will of others, and believing in your own.",— Metal Gear Solid 4: Guns of the Patriots (game),Kojima Productions
1148,"The example of painting can teach us not only how to manage our own work, but how to work together. A lot of the great art of the past is the work of multiple hands, though there may only be one name on the wall next to it in the museum.",— Hackers and Painters: Big Ideas from the Computer Age (book),Paul Graham
1149,"Everything ends eventually. Even if history is not changed... even if the world of darkness continues in its current state... eventually the day will come when I won't be here anymore. Since that's the case, the timing of it doesn't matter. The important thing is not how long you live... it's what you accomplish with your life.",— Pokemon Mystery Dungeon: Explorers of Sky (game),Spike Chunsoft
